epoch,time,train/loss,val/loss,mse,pck,mde,lr
1,2025-04-27 21:27:15,0.015836269480404917,0.008311243090290753,0.008329366333782673,0.34000000450760126,59.516910552978516,0.0001
2,2025-04-27 21:27:44,0.005580924377458806,0.00678059016354382,0.006794454995542765,0.3200000151991844,60.91568374633789,0.0001
3,2025-04-27 21:28:12,0.004818474964523119,0.004897119510652763,0.004899512976408005,0.33333334140479565,55.81250762939453,0.0001
4,2025-04-27 21:28:40,0.004587749965923899,0.0046913061024887225,0.004692488349974155,0.33333334140479565,55.79197311401367,0.0001
5,2025-04-27 21:29:08,0.004546033166917766,0.00481311610478553,0.004815435037016869,0.33333334140479565,55.79197311401367,0.0001
6,2025-04-27 21:29:36,0.0045244404627846745,0.004772906651764754,0.004775121808052063,0.33333334140479565,55.79197311401367,0.0001
7,2025-04-27 21:30:07,0.004498933977308031,0.004585556486355407,0.004586571827530861,0.33333334140479565,55.79197311401367,0.0001
8,2025-04-27 21:30:37,0.004477700926809611,0.004551788980496072,0.004552677273750305,0.33333334140479565,55.79197311401367,0.0001
9,2025-04-27 21:31:04,0.004465958926112888,0.00464182649184728,0.004643553402274847,0.33333334140479565,55.79197311401367,0.0001
10,2025-04-27 21:31:33,0.004452856603318346,0.004705420246214739,0.004707807675004005,0.33333334140479565,55.79197311401367,0.0001
11,2025-04-27 21:32:00,0.0044345250827243585,0.004545464634984022,0.004546665586531162,0.33333334140479565,55.79197311401367,0.0001
12,2025-04-27 21:32:29,0.0044177543918440445,0.004612277611158788,0.004614244680851698,0.33333334140479565,55.79197311401367,0.0001
13,2025-04-27 21:32:57,0.004405841518550398,0.00457534270494112,0.004576954059302807,0.33333334140479565,55.79197311401367,0.0001
14,2025-04-27 21:33:25,0.004398857416239328,0.004625555044705314,0.004627668298780918,0.33333334140479565,55.79197311401367,0.0001
15,2025-04-27 21:33:53,0.004393851897584464,0.00447070817019613,0.0044716340489685535,0.33333334140479565,55.79197311401367,0.0001
16,2025-04-27 21:34:21,0.004386383023748766,0.004506052349738422,0.0045075626112520695,0.33333334140479565,55.79197311401367,0.0001
17,2025-04-27 21:34:50,0.004371967214064862,0.004449832524793844,0.004451366141438484,0.33333334140479565,55.79197311401367,0.0001
18,2025-04-27 21:35:19,0.00434649085296976,0.004454896247590936,0.004456290043890476,0.33333334140479565,55.79197311401367,0.0001
19,2025-04-27 21:35:47,0.004314435014367371,0.004459435813173297,0.004460825119167566,0.33333334140479565,55.79197311401367,0.0001
20,2025-04-27 21:36:14,0.004264543270747997,0.004330752306573447,0.004331454634666443,0.3599999938160181,55.757164001464844,0.0001
21,2025-04-27 21:36:43,0.0041925600000718485,0.00419781908636824,0.004199013113975525,0.33333334140479565,55.79197311401367,0.0001
22,2025-04-27 21:37:10,0.004092308351056216,0.004078199247097862,0.004079470876604319,0.33333334140479565,55.79197311401367,0.0001
23,2025-04-27 21:37:39,0.003977411414056035,0.003953763727276098,0.003954725805670023,0.4399999976158142,55.693363189697266,0.0001
24,2025-04-27 21:38:06,0.003850222922147748,0.0038472634485168826,0.003848185297101736,2.553333342075348,53.7063102722168,0.0001
25,2025-04-27 21:38:35,0.003695106438450337,0.0036812243883364965,0.003682543523609638,4.1200000792741776,52.19038391113281,0.0001
26,2025-04-27 21:39:03,0.0035122022810698803,0.003507464359115277,0.0035070646554231644,6.440000236034393,49.840885162353516,0.0001
27,2025-04-27 21:39:32,0.0033231933655574206,0.003353713429532945,0.0033538497518748045,8.03999975323677,47.93283462524414,0.0001
28,2025-04-27 21:40:00,0.003139417021100348,0.0031987466472422794,0.003199624130502343,9.106666594743729,46.84452438354492,0.0001
29,2025-04-27 21:40:28,0.0029671208320943983,0.0030575607670471072,0.0030587969813495874,9.939999878406525,46.49424743652344,0.0001
30,2025-04-27 21:40:56,0.002801261251809042,0.002944958257666301,0.0029469782020896673,13.373333215713501,44.89033508300781,0.0001
31,2025-04-27 21:41:25,0.002621666404201153,0.002777725732552686,0.0027791254688054323,18.506667017936707,42.43479919433594,0.0001
32,2025-04-27 21:41:53,0.0024683430148177074,0.0026988425386315655,0.002698098309338093,22.226667404174805,40.369773864746094,0.0001
33,2025-04-27 21:42:21,0.0023424322723862743,0.0026025089457453717,0.0026042961981147528,26.96666717529297,37.82374954223633,0.0001
34,2025-04-27 21:42:50,0.0021883353272391607,0.00247481828028824,0.0024736125487834215,30.219998955726624,34.979042053222656,0.0001
35,2025-04-27 21:43:18,0.0020315250187337088,0.002382713400514885,0.0023813233710825443,37.98666596412659,28.92070770263672,0.0001
36,2025-04-27 21:43:46,0.001914379327044917,0.002257420889301492,0.0022581969387829304,45.08666694164276,21.993206024169922,0.0001
37,2025-04-27 21:44:15,0.0017984166495992751,0.0022582577394565477,0.0022590220905840397,46.986666321754456,19.670028686523438,0.0001
38,2025-04-27 21:44:45,0.0017207437923350956,0.0022030668929108373,0.0022032842971384525,50.08666515350342,17.953025817871094,0.0001
39,2025-04-27 21:45:22,0.00162959110805999,0.002161376862897582,0.002161262324079871,52.56666541099548,15.703168869018555,0.0001
40,2025-04-27 21:45:52,0.001551011367073606,0.0021067599799217923,0.0021079606376588345,53.87333631515503,15.207064628601074,0.0001
41,2025-04-27 21:46:21,0.001502922061666244,0.002068107885341825,0.002068194327875972,54.67333197593689,15.02367115020752,0.0001
42,2025-04-27 21:46:51,0.0014406979564315233,0.0020326197984450985,0.002033850410953164,56.38666749000549,14.19304084777832,0.0001
43,2025-04-27 21:47:20,0.0013996514062673232,0.0020445031294089163,0.002044381108134985,57.30666518211365,13.0388822555542,0.0001
44,2025-04-27 21:47:50,0.001341667491071272,0.0019943751630351124,0.001994431484490633,59.30666923522949,12.12986946105957,0.0001
45,2025-04-27 21:48:20,0.001293615693007568,0.001986522815145907,0.0019870714750140905,59.82666611671448,11.64664363861084,0.0001
46,2025-04-27 21:48:50,0.0012570292192921155,0.0019552532176021487,0.001956336200237274,60.306668281555176,11.290753364562988,0.0001
47,2025-04-27 21:49:20,0.0012269903650203395,0.0019688676554887067,0.0019704869482666254,61.106669902801514,11.081269264221191,0.0001
48,2025-04-27 21:49:51,0.0011793911397111362,0.0019444853422187624,0.001944471849128604,61.70666813850403,10.697969436645508,0.0001
49,2025-04-27 21:50:21,0.0011588397915447187,0.0019142663250455545,0.0019157909555360675,61.86666488647461,10.992924690246582,0.0001
50,2025-04-27 21:50:51,0.0011210925410038786,0.00189924303170604,0.0018992553232237697,62.76666522026062,10.542516708374023,0.0001
51,2025-04-27 21:51:20,0.0010938593294488232,0.00190200025792278,0.001903702737763524,63.08000087738037,9.985143661499023,0.0001
52,2025-04-27 21:51:50,0.0010699867760598058,0.0018940863429590883,0.0018934921827167273,63.3400022983551,10.01377010345459,0.0001
53,2025-04-27 21:52:19,0.0010479946926091157,0.0019013144815939345,0.0018997557926923037,63.26666474342346,10.097925186157227,0.0001
54,2025-04-27 21:52:50,0.0010299595235986356,0.0018915128367509517,0.0018929908983409405,63.98000121116638,9.70307731628418,0.0001
55,2025-04-27 21:53:20,0.0010174117969491234,0.001871517360476511,0.0018724164692685008,63.83333206176758,9.865729331970215,0.0001
56,2025-04-27 21:53:52,0.0009924878720417173,0.001874257829816391,0.0018737254431471229,64.3666684627533,9.480449676513672,0.0001
57,2025-04-27 21:54:22,0.0009686132787704513,0.0019006592130088912,0.0019023444037884474,63.87333273887634,9.6967191696167,0.0001
58,2025-04-27 21:54:54,0.0009506315297536374,0.0018644142158639927,0.0018629651749506593,64.80666995048523,9.484098434448242,0.0001
59,2025-04-27 21:55:30,0.0009308056064120154,0.0018430545155535497,0.0018437334802001715,64.62666988372803,9.798616409301758,0.0001
60,2025-04-27 21:56:07,0.0009250850578795137,0.0018766328118674988,0.001877380651421845,64.45333361625671,9.630746841430664,0.0001
61,2025-04-27 21:56:44,0.0009105841611431142,0.0018688591496486748,0.001869673142209649,65.32666683197021,9.28751277923584,0.0001
62,2025-04-27 21:57:18,0.0008763356566844608,0.0018471513356503454,0.001848449930548668,65.2733325958252,9.341462135314941,0.0001
63,2025-04-27 21:57:50,0.0008667944972319696,0.0018218291737693583,0.0018239414785057306,66.11999869346619,8.94324779510498,0.0001
64,2025-04-27 21:58:23,0.0008613752819176674,0.0018439759788591238,0.0018437446560710669,65.94666838645935,9.042720794677734,0.0001
65,2025-04-27 21:58:53,0.0008611324198633254,0.0018187021944738393,0.0018221051432192326,66.02666974067688,9.236804008483887,0.0001
66,2025-04-27 21:59:23,0.0008388293320090025,0.0018307647787012336,0.0018315613269805908,66.64666533470154,8.974103927612305,0.0001
67,2025-04-27 21:59:53,0.0008203901462382386,0.001848247776728212,0.001849138643592596,66.67333245277405,8.867106437683105,0.0001
68,2025-04-27 22:00:31,0.0008122523612911607,0.0018411629481263282,0.0018420711858198047,66.04000329971313,8.998022079467773,0.0001
69,2025-04-27 22:01:00,0.0007991405691209801,0.0018069215445956658,0.0018091689562425017,66.61333441734314,8.81343936920166,0.0001
70,2025-04-27 22:01:29,0.0007753282986528346,0.0017985014696716376,0.0017999362898990512,67.58666634559631,8.649230003356934,0.0001
71,2025-04-27 22:01:56,0.000787269296006071,0.0018042217984440782,0.001806679181754589,67.15333461761475,8.860231399536133,0.0001
72,2025-04-27 22:02:27,0.0007690817450903758,0.0017705628415569663,0.0017706089420244098,68.08000206947327,8.273409843444824,0.0001
73,2025-04-27 22:02:58,0.0007642212450716221,0.0017935706848566909,0.0017932915361598134,67.42666959762573,8.585977554321289,0.0001
74,2025-04-27 22:03:25,0.000747005612739992,0.0017656606561060819,0.0017653226386755705,68.2533323764801,8.422345161437988,0.0001
75,2025-04-27 22:03:52,0.0007434866393213634,0.001809007162505406,0.0018087945645675063,67.69333481788635,8.69586181640625,0.0001
76,2025-04-27 22:04:20,0.0007252026987847632,0.0017813798927125476,0.0017812313744798303,68.32666993141174,8.399504661560059,0.0001
77,2025-04-27 22:04:45,0.0007253170158424063,0.001796509561938278,0.0017966523300856352,67.55333542823792,8.535616874694824,0.0001
78,2025-04-27 22:05:11,0.0007307892020451585,0.001772831839930621,0.0017730362014845014,68.5200035572052,8.52094554901123,0.0001
79,2025-04-27 22:05:37,0.0007237589448930216,0.0018035612634516188,0.0018044019816443324,68.00666451454163,8.23849868774414,0.0001
80,2025-04-27 22:06:02,0.000704432467331909,0.0017486665636256692,0.0017492477782070637,69.41333413124084,8.134176254272461,0.0001
81,2025-04-27 22:06:28,0.0006949054061582948,0.0017688630974762851,0.0017685076454654336,68.69333386421204,8.241857528686523,0.0001
82,2025-04-27 22:06:53,0.0006814183575633779,0.0017525122384540737,0.0017548215109854937,68.89333128929138,8.338088035583496,0.0001
83,2025-04-27 22:07:19,0.0006767690690962074,0.0017510188460749174,0.00175359973218292,69.13999915122986,8.102466583251953,0.0001
84,2025-04-27 22:07:44,0.0006782402896843739,0.001739872631982767,0.0017421472584828734,69.4266676902771,8.100717544555664,0.0001
85,2025-04-27 22:08:11,0.0006623214858717948,0.001761653212486722,0.0017636256525292993,69.2799985408783,8.119949340820312,0.0001
86,2025-04-27 22:08:40,0.0006584840719337146,0.0017392662827790315,0.0017419576179236174,69.2799985408783,8.262102127075195,0.0001
87,2025-04-27 22:09:09,0.0006732398228967997,0.0017640464218510758,0.0017665044870227575,69.34666633605957,8.267725944519043,0.0001
88,2025-04-27 22:09:37,0.0006640829711603169,0.0017541243190256257,0.0017561821732670069,69.34000253677368,8.136117935180664,0.0001
89,2025-04-27 22:10:03,0.0006535242898612769,0.0017353923924799477,0.0017358607146888971,69.89333629608154,7.937771797180176,0.0001
90,2025-04-27 22:10:31,0.0006425866505485251,0.0017303666363226338,0.0017303716158494353,70.16666531562805,7.915865898132324,0.0001
91,2025-04-27 22:10:57,0.0006316184009771103,0.00174584863374808,0.0017467141151428223,69.73333358764648,7.87926721572876,0.0001
92,2025-04-27 22:11:24,0.0006217365496454504,0.0017440013471059501,0.0017445848789066076,70.29333114624023,7.938660621643066,0.0001
93,2025-04-27 22:11:50,0.0006154872001982489,0.0017674485196559025,0.001767607405781746,69.92666721343994,7.967065811157227,0.0001
94,2025-04-27 22:12:18,0.0006117889443956159,0.0017370982192611943,0.0017387549160048366,70.22666931152344,7.950279712677002,0.0001
95,2025-04-27 22:12:45,0.0006125697855277176,0.00174909695245636,0.0017491842154413462,70.19333243370056,7.901918888092041,0.0001
96,2025-04-27 22:13:11,0.0006151289177548229,0.0017473697440610046,0.0017480339156463742,70.18666863441467,8.007814407348633,5e-05
97,2025-04-27 22:13:39,0.0005708267336465909,0.0016889626290538303,0.0016911710845306516,71.54666781425476,7.599429130554199,5e-05
98,2025-04-27 22:14:05,0.0005394520130340278,0.0017019921811186663,0.0017032880568876863,71.57999873161316,7.521116256713867,5e-05
99,2025-04-27 22:14:32,0.0005309835126348855,0.001695026277697512,0.001696963096037507,71.6866672039032,7.614721775054932,5e-05
100,2025-04-27 22:14:58,0.0005238058584363026,0.0016881043224462441,0.0016890346305444837,71.93333506584167,7.450685501098633,5e-05
101,2025-04-27 22:15:30,0.0005203302214925963,0.0016881157048157461,0.0016886515077203512,71.79333567619324,7.405105113983154,5e-05
102,2025-04-27 22:15:56,0.0005157802529837992,0.0016978472565478157,0.0016983742825686932,72.2000002861023,7.460422039031982,5e-05
103,2025-04-27 22:16:22,0.0005123241747726692,0.0016992816540767394,0.0017006556736305356,72.0133364200592,7.421286582946777,5e-05
104,2025-04-27 22:16:47,0.0005171691125201641,0.0016897754893372102,0.0016900916816666722,72.5600004196167,7.405463218688965,5e-05
105,2025-04-27 22:17:13,0.0005143690157387528,0.0017039634556221287,0.0017061070539057255,72.32000231742859,7.429061412811279,5e-05
106,2025-04-27 22:17:39,0.0005062139156681603,0.0016827317705887946,0.0016842884942889214,72.47999906539917,7.329090118408203,5e-05
107,2025-04-27 22:18:04,0.0005049186374073357,0.0016869035399784999,0.0016884402139112353,72.17333316802979,7.498858451843262,5e-05
108,2025-04-27 22:18:30,0.0005067878639434247,0.0016876448588889269,0.0016886715311557055,72.24666476249695,7.5027666091918945,5e-05
109,2025-04-27 22:18:56,0.0005024267123729091,0.0016912308208356123,0.001693865517154336,72.50666618347168,7.486940860748291,5e-05
110,2025-04-27 22:19:22,0.0004981979595296487,0.0017016524839813688,0.0017037834040820599,72.14000225067139,7.444794178009033,5e-05
111,2025-04-27 22:19:47,0.0004983642215221495,0.0016793092266501237,0.0016806729836389422,72.47999906539917,7.398028373718262,5e-05
112,2025-04-27 22:20:13,0.0004972072963360251,0.0017002003816222505,0.0017021966632455587,72.45333194732666,7.398885726928711,5e-05
113,2025-04-27 22:20:40,0.0004928523517237463,0.0016921061185365986,0.001694380072876811,72.47999906539917,7.4123687744140625,5e-05
114,2025-04-27 22:21:05,0.0004996265284542809,0.0016947767664013164,0.0016957472544163465,72.64666557312012,7.362979412078857,5e-05
115,2025-04-27 22:21:31,0.0004924942489572617,0.0017040889513390582,0.001705762930214405,72.56667017936707,7.419277191162109,5e-05
